Date,Open,High,Low,Close,Adj Close,Volume
1999-08-17,10.000000,10.000000,10.000000,10.000000,5.275696,0
1999-08-18,10.040000,10.040000,10.040000,10.040000,5.296799,0
1999-08-19,10.040000,10.040000,10.040000,10.040000,5.296799,0
1999-08-20,10.170000,10.170000,10.170000,10.170000,5.365384,0
1999-08-23,10.260000,10.260000,10.260000,10.260000,5.412863,0
1999-08-24,10.210000,10.210000,10.210000,10.210000,5.386488,0
1999-08-25,10.210000,10.210000,10.210000,10.210000,5.386488,0
1999-08-26,10.170000,10.170000,10.170000,10.170000,5.365384,0
1999-08-27,10.180000,10.180000,10.180000,10.180000,5.370660,0
1999-08-30,10.240000,10.240000,10.240000,10.240000,5.402313,0
1999-08-31,10.120000,10.120000,10.120000,10.120000,5.339004,0
1999-09-01,10.270000,10.270000,10.270000,10.270000,5.418140,0
1999-09-02,10.240000,10.240000,10.240000,10.240000,5.402313,0
1999-09-03,10.300000,10.300000,10.300000,10.300000,5.433968,0
1999-09-07,10.320000,10.320000,10.320000,10.320000,5.444517,0
1999-09-08,10.310000,10.310000,10.310000,10.310000,5.439243,0
1999-09-09,10.440000,10.440000,10.440000,10.440000,5.507829,0
1999-09-10,10.340000,10.340000,10.340000,10.340000,5.455071,0
1999-09-13,10.400000,10.400000,10.400000,10.400000,5.486723,0
1999-09-14,10.380000,10.380000,10.380000,10.380000,5.476176,0
1999-09-15,10.350000,10.350000,10.350000,10.350000,5.460347,0
1999-09-16,10.230000,10.230000,10.230000,10.230000,5.397036,0
1999-09-17,10.200000,10.200000,10.200000,10.200000,5.381210,0
1999-09-20,10.270000,10.270000,10.270000,10.270000,5.418140,0
1999-09-21,10.310000,10.310000,10.310000,10.310000,5.439243,0
1999-09-22,10.190000,10.190000,10.190000,10.190000,5.375933,0
1999-09-23,10.210000,10.210000,10.210000,10.210000,5.386488,0
1999-09-24,10.050000,10.050000,10.050000,10.050000,5.302073,0
1999-09-27,10.080000,10.080000,10.080000,10.080000,5.317902,0
1999-09-28,10.110000,10.110000,10.110000,10.110000,5.333729,0
1999-09-29,10.100000,10.100000,10.100000,10.100000,5.328453,0
1999-09-30,10.230000,10.230000,10.230000,10.230000,5.397036,0
1999-10-01,10.270000,10.270000,10.270000,10.270000,5.418140,0
1999-10-04,10.320000,10.320000,10.320000,10.320000,5.444517,0
1999-10-05,10.330000,10.330000,10.330000,10.330000,5.449793,0
1999-10-06,10.370000,10.370000,10.370000,10.370000,5.470896,0
1999-10-07,10.470000,10.470000,10.470000,10.470000,5.523654,0
