Date,Open,High,Low,Close,Adj Close,Volume
1996-05-13,10.000000,10.000000,10.000000,10.000000,2.597680,0
1996-05-14,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-15,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-16,10.000000,10.000000,10.000000,10.000000,2.597680,0
1996-05-17,10.020000,10.020000,10.020000,10.020000,2.602875,0
1996-05-20,10.040000,10.040000,10.040000,10.040000,2.608070,0
1996-05-21,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-22,10.050000,10.050000,10.050000,10.050000,2.610668,0
1996-05-23,10.040000,10.040000,10.040000,10.040000,2.608070,0
1996-05-24,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-28,10.020000,10.020000,10.020000,10.020000,2.602875,0
1996-05-29,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-30,10.030000,10.030000,10.030000,10.030000,2.605472,0
1996-05-31,10.070000,10.070000,10.070000,10.070000,2.615864,0
1996-06-03,10.070000,10.070000,10.070000,10.070000,2.615864,0
1996-06-04,10.080000,10.080000,10.080000,10.080000,2.618460,0
1996-06-05,10.120000,10.120000,10.120000,10.120000,2.628851,0
1996-06-06,10.110000,10.110000,10.110000,10.110000,2.626252,0
1996-06-07,10.060000,10.060000,10.060000,10.060000,2.613266,0
1996-06-10,10.110000,10.110000,10.110000,10.110000,2.626252,0
1996-06-11,10.140000,10.140000,10.140000,10.140000,2.634047,0
1996-06-12,10.110000,10.110000,10.110000,10.110000,2.626252,0
1996-06-13,10.120000,10.120000,10.120000,10.120000,2.628851,0
1996-06-14,10.190000,10.190000,10.190000,10.190000,2.647035,0
1996-06-17,10.190000,10.190000,10.190000,10.190000,2.647035,0
1996-06-18,10.180000,10.180000,10.180000,10.180000,2.644437,0
1996-06-19,10.130000,10.130000,10.130000,10.130000,2.631450,0
1996-06-20,10.110000,10.110000,10.110000,10.110000,2.626252,0
1996-06-21,10.130000,10.130000,10.130000,10.130000,2.631450,0
