Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-03,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-04,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-07,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-08,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-09,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-10,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-11,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-14,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-15,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-16,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-17,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-18,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-21,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-22,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-23,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-24,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-25,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-28,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-29,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-30,11.710000,11.710000,11.710000,11.710000,4.037755,0
1980-01-31,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-01,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-04,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-05,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-06,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-07,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-08,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-11,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-12,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-13,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-14,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-15,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-19,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-20,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-21,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-22,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-25,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-26,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-27,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-28,13.160000,13.160000,13.160000,13.160000,4.537732,0
1980-02-29,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-03,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-04,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-05,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-06,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-07,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-10,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-11,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-12,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-13,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-14,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-17,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-18,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-19,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-20,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-21,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-24,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-25,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-26,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-27,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-28,13.230000,13.230000,13.230000,13.230000,4.561869,0
1980-03-31,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-01,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-02,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-03,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-07,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-08,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-09,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-10,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-11,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-14,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-15,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-16,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-17,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-18,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-21,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-22,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-23,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-24,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-25,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-28,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-29,10.800000,10.800000,10.800000,10.800000,3.723976,0
1980-04-30,11.140000,11.140000,11.140000,11.140000,3.841214,0
1980-05-01,11.140000,11.140000,11.140000,11.140000,3.841214,0
1980-05-02,11.140000,11.140000,11.140000,11.140000,3.841214,0
1980-05-05,11.140000,11.140000,11.140000,11.140000,3.841214,0
1980-05-06,11.140000,11.140000,11.140000,11.140000,3.841214,0
1980-05-07,11.140000,11.140000,11.140000,11.140000,3.841214,0
