Date,Open,High,Low,Close,Adj Close,Volume
1992-04-27,10.030000,10.030000,10.030000,10.030000,5.616710,0
1992-04-28,10.000000,10.000000,10.000000,10.000000,5.599913,0
1992-04-29,10.000000,10.000000,10.000000,10.000000,5.599913,0
1992-04-30,10.180000,10.180000,10.180000,10.180000,5.700714,0
1992-05-01,10.180000,10.180000,10.180000,10.180000,5.700714,0
1992-05-04,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-05-05,10.260000,10.260000,10.260000,10.260000,5.745512,0
1992-05-06,10.270000,10.270000,10.270000,10.270000,5.751110,0
1992-05-07,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-05-08,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-05-11,10.310000,10.310000,10.310000,10.310000,5.773508,0
1992-05-12,10.260000,10.260000,10.260000,10.260000,5.745512,0
1992-05-13,10.260000,10.260000,10.260000,10.260000,5.745512,0
1992-05-14,10.180000,10.180000,10.180000,10.180000,5.700714,0
1992-05-15,10.120000,10.120000,10.120000,10.120000,5.667110,0
1992-05-18,10.180000,10.180000,10.180000,10.180000,5.700714,0
1992-05-19,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-05-20,10.240000,10.240000,10.240000,10.240000,5.734310,0
1992-05-21,10.170000,10.170000,10.170000,10.170000,5.695113,0
1992-05-22,10.210000,10.210000,10.210000,10.210000,5.717509,0
1992-05-26,10.140000,10.140000,10.140000,10.140000,5.678311,0
1992-05-27,10.160000,10.160000,10.160000,10.160000,5.689513,0
1992-05-28,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-05-29,10.250000,10.250000,10.250000,10.250000,5.739909,0
1992-06-01,10.300000,10.300000,10.300000,10.300000,5.767912,0
1992-06-02,10.240000,10.240000,10.240000,10.240000,5.734310,0
1992-06-03,10.260000,10.260000,10.260000,10.260000,5.745512,0
1992-06-04,10.230000,10.230000,10.230000,10.230000,5.728710,0
1992-06-05,10.220000,10.220000,10.220000,10.220000,5.723111,0
1992-06-08,10.210000,10.210000,10.210000,10.210000,5.717509,0
1992-06-09,10.120000,10.120000,10.120000,10.120000,5.667110,0
1992-06-10,10.050000,10.050000,10.050000,10.050000,5.627911,0
1992-06-11,10.070000,10.070000,10.070000,10.070000,5.639112,0
1992-06-12,10.100000,10.100000,10.100000,10.100000,5.655911,0
1992-06-15,10.100000,10.100000,10.100000,10.100000,5.655911,0
1992-06-16,10.050000,10.050000,10.050000,10.050000,5.627911,0
1992-06-17,9.890000,9.890000,9.890000,9.890000,5.538314,0
1992-06-18,9.850000,9.850000,9.850000,9.850000,5.515917,0
1992-06-19,9.910000,9.910000,9.910000,9.910000,5.549512,0
1992-06-22,9.890000,9.890000,9.890000,9.890000,5.538314,0
1992-06-23,9.920000,9.920000,9.920000,9.920000,5.555110,0
1992-06-24,9.910000,9.910000,9.910000,9.910000,5.549512,0
1992-06-25,9.890000,9.890000,9.890000,9.890000,5.538314,0
1992-06-26,9.890000,9.890000,9.890000,9.890000,5.538314,0
1992-06-29,10.030000,10.030000,10.030000,10.030000,5.616710,0
1992-06-30,10.040000,10.040000,10.040000,10.040000,5.622313,0
1992-07-01,10.150000,10.150000,10.150000,10.150000,5.683908,0
1992-07-02,10.120000,10.120000,10.120000,10.120000,5.667110,0
1992-07-06,10.160000,10.160000,10.160000,10.160000,5.689513,0
1992-07-07,10.060000,10.060000,10.060000,10.060000,5.633512,0
1992-07-08,10.070000,10.070000,10.070000,10.070000,5.639112,0
1992-07-09,10.170000,10.170000,10.170000,10.170000,5.695113,0
1992-07-10,10.200000,10.200000,10.200000,10.200000,5.711906,0
1992-07-13,10.210000,10.210000,10.210000,10.210000,5.717509,0
1992-07-14,10.280000,10.280000,10.280000,10.280000,5.756710,0
1992-07-15,10.270000,10.270000,10.270000,10.270000,5.751110,0
1992-07-16,10.280000,10.280000,10.280000,10.280000,5.756710,0
1992-07-17,10.230000,10.230000,10.230000,10.230000,5.728710,0
1992-07-20,10.180000,10.180000,10.180000,10.180000,5.700714,0
1992-07-21,10.190000,10.190000,10.190000,10.190000,5.706313,0
1992-07-22,10.130000,10.130000,10.130000,10.130000,5.672709,0
1992-07-23,10.150000,10.150000,10.150000,10.150000,5.683908,0
1992-07-24,10.140000,10.140000,10.140000,10.140000,5.678311,0
1992-07-27,10.150000,10.150000,10.150000,10.150000,5.683908,0
1992-07-28,10.280000,10.280000,10.280000,10.280000,5.756710,0
1992-07-29,10.390000,10.390000,10.390000,10.390000,5.818308,0
1992-07-30,10.430000,10.430000,10.430000,10.430000,5.840710,0
1992-07-31,10.440000,10.440000,10.440000,10.440000,5.846311,0
1992-08-03,10.470000,10.470000,10.470000,10.470000,5.863109,0
1992-08-04,10.460000,10.460000,10.460000,10.460000,5.857511,0
1992-08-05,10.410000,10.410000,10.410000,10.410000,5.829508,0
