Date,Open,High,Low,Close,Adj Close,Volume
1991-10-28,10.000000,10.000000,10.000000,10.000000,3.360540,0
1991-10-29,10.020000,10.020000,10.020000,10.020000,3.367265,0
1991-10-30,10.030000,10.030000,10.030000,10.030000,3.370626,0
1991-10-31,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-01,10.050000,10.050000,10.050000,10.050000,3.379032,0
1991-11-04,10.050000,10.050000,10.050000,10.050000,3.379032,0
1991-11-05,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-06,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-07,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-08,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-11,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-12,10.040000,10.040000,10.040000,10.040000,3.375670,0
1991-11-13,10.030000,10.030000,10.030000,10.030000,3.372307,0
1991-11-14,10.050000,10.050000,10.050000,10.050000,3.379032,0
1991-11-15,10.050000,10.050000,10.050000,10.050000,3.379032,0
1991-11-18,10.060000,10.060000,10.060000,10.060000,3.382393,0
1991-11-19,10.050000,10.050000,10.050000,10.050000,3.379032,0
1991-11-20,10.060000,10.060000,10.060000,10.060000,3.382393,0
1991-11-21,10.070000,10.070000,10.070000,10.070000,3.385754,0
1991-11-22,10.070000,10.070000,10.070000,10.070000,3.385754,0
1991-11-25,10.060000,10.060000,10.060000,10.060000,3.382393,0
1991-11-26,10.070000,10.070000,10.070000,10.070000,3.385754,0
1991-11-27,10.070000,10.070000,10.070000,10.070000,3.385754,0
1991-11-29,10.080000,10.080000,10.080000,10.080000,3.403992,0
1991-12-02,10.120000,10.120000,10.120000,10.120000,3.417500,0
1991-12-03,10.130000,10.130000,10.130000,10.130000,3.420877,0
1991-12-04,10.120000,10.120000,10.120000,10.120000,3.417500,0
1991-12-05,10.130000,10.130000,10.130000,10.130000,3.420877,0
1991-12-06,10.120000,10.120000,10.120000,10.120000,3.417500,0
1991-12-09,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-10,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-11,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-12,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-13,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-16,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-17,10.160000,10.160000,10.160000,10.160000,3.431008,0
1991-12-18,10.150000,10.150000,10.150000,10.150000,3.427628,0
1991-12-19,10.160000,10.160000,10.160000,10.160000,3.431008,0
1991-12-20,10.200000,10.200000,10.200000,10.200000,3.444514,0
1991-12-23,10.210000,10.210000,10.210000,10.210000,3.447892,0
1991-12-24,10.200000,10.200000,10.200000,10.200000,3.444514,0
1991-12-26,10.200000,10.200000,10.200000,10.200000,3.444514,0
1991-12-27,10.200000,10.200000,10.200000,10.200000,3.444514,0
1991-12-30,10.210000,10.210000,10.210000,10.210000,3.447892,0
1991-12-31,10.210000,10.210000,10.210000,10.210000,3.464179,0
1992-01-02,10.220000,10.220000,10.220000,10.220000,3.467571,0
1992-01-03,10.200000,10.200000,10.200000,10.200000,3.460786,0
1992-01-06,10.210000,10.210000,10.210000,10.210000,3.464179,0
1992-01-07,10.230000,10.230000,10.230000,10.230000,3.470964,0
1992-01-08,10.230000,10.230000,10.230000,10.230000,3.470964,0
